suggestion_id,PARSE-Ego4D ID,Query,Action,Description,n_raters,SENSIBLE_mean,SENSIBLE_std,CORRECT_mean,CORRECT_std,IMPLICIT_mean,IMPLICIT_std,VALUE_mean,VALUE_std,LIKELY_mean,LIKELY_std,split
16945,b10141de-3cca-47cd-a32f-6ba4175db5b4-188-1-200,What can I do with this sander machine?,Instructions,How do I use this sander machine?,1,3.0,,5.0,,4.0,,,,,,train
16946,b10141de-3cca-47cd-a32f-6ba4175db5b4-59-2-200,Show me how to use this sander,Instructions,Show me a video tutorial on how to use the sander,1,4.0,,4.0,,4.0,,,,,,train
16947,b10141de-3cca-47cd-a32f-6ba4175db5b4-59-2-200,"Show me how to use this sander, and remember the steps",Instructions,"Show me a video tutorial on how to use the sander, and remember the steps so that I can refer to them later",2,5.0,0.0,4.5,0.7071067811865476,4.5,0.7071067811865476,,,,,val
16948,b1076795-4132-40a4-add7-259006b85b18-166-0-200,What should I do with this dirt?,Assistant,What should I do with this dirt?,1,2.0,,1.0,,3.0,,,,,,train
16949,b1076795-4132-40a4-add7-259006b85b18-166-0-200,"What should I do with this dirt? Also, remind me to take out the trash later.",Memory,"What should I do with this dirt? Also, remind me to take out the trash later.",1,2.0,,1.0,,1.0,,,,,,train
16950,b10f5f97-6a0b-405a-b0f7-7841dcdfab0c-25-0-200,How do I fix a car?,Instructions,Show me instructions on how to fix a car,1,5.0,,5.0,,4.0,,,,,,train
16951,b10f5f97-6a0b-405a-b0f7-7841dcdfab0c-25-0-200,Call roadside assistance,Assistant,Call roadside assistance,1,2.0,,5.0,,2.0,,,,,,train
16954,b13b2073-3c02-4684-a38c-fa68d21adfb8-20-0-200,What kind of yarn is this?,Multimodal search,Show information about this yarn,1,5.0,,1.0,,1.0,,,,,,train
16955,b13b2073-3c02-4684-a38c-fa68d21adfb8-20-0-200,Can you help me find a pattern for this sweater?,Instructions,Find a pattern for this sweater,6,4.0,0.6324555320336759,3.5,1.0488088481701516,3.0,0.8944271909999159,,,,,test
16958,b147d02e-26d9-43c7-87f1-a5884506748b-175-0-200,What is the nutritional information of this pottage?,Multimodal search,Show nutritional information of the pottage,6,4.333333333333333,1.2110601416389966,3.6666666666666665,1.505545305418162,3.3333333333333335,1.2110601416389968,,,,,test
16959,b147d02e-26d9-43c7-87f1-a5884506748b-175-0-200,What is the nutritional information of this pottage? Add it to my daily calorie intake.,Multimodal search,Show nutritional information of the pottage and add it to my daily calorie intake,1,2.0,,3.0,,4.0,,,,,,train
16960,b148c2bd-349a-4c3d-af5c-6791c300bea9-161-0-200,What should I do next?,Assistant,Show me a recipe for this dish,2,2.0,0.0,3.5,2.1213203435596424,1.5,0.7071067811865476,,,,,val
16961,b148c2bd-349a-4c3d-af5c-6791c300bea9-28-1-200,Show me my shopping list,Assistant,Open the shopping list,1,4.0,,3.0,,4.0,,,,,,train
16962,b148c2bd-349a-4c3d-af5c-6791c300bea9-28-1-200,What can I make with these ingredients?,Multimodal search,Suggest a recipe,1,5.0,,4.0,,2.0,,,,,,train
16963,b14f2469-8df1-4f1a-a397-5374e73d2f46-104-0-200,How much oil should I add to the pot?,Multimodal search,How much oil should I add?,6,3.1666666666666665,1.329160135825126,3.5,1.0488088481701516,2.3333333333333335,1.2110601416389966,,,,,test
16964,b14f2469-8df1-4f1a-a397-5374e73d2f46-104-0-200,What can I make with the ingredients I have on hand?,Multimodal search,What recipe can I make with these ingredients?,1,2.0,,2.0,,3.0,,,,,,train
16965,b1508d81-07e9-46a4-aa87-e57f9c098b45-134-0-200,How much thread do I have left?,Assistant,How much thread do I have left?,1,5.0,,1.0,,5.0,,,,,,train
16966,b1508d81-07e9-46a4-aa87-e57f9c098b45-134-0-200,How do I sew a button?,Assistant,How do I sew a button?,5,4.0,1.7320508075688772,2.4,1.949358868961793,3.0,1.5811388300841898,,,,,test
16967,b1508d81-07e9-46a4-aa87-e57f9c098b45-196-1-200,How do I clean a wound?,Instructions,How to clean a wound,1,5.0,,2.0,,5.0,,,,,,train
16968,b1508d81-07e9-46a4-aa87-e57f9c098b45-196-1-200,How do I clean a wound? Can you also set a timer for me to change the bandage in 30 minutes?,Instructions,How to clean a wound and set a timer,5,4.0,1.7320508075688772,3.6,1.6733200530681511,2.8,1.6431676725154984,,,,,test
16969,b1508d81-07e9-46a4-aa87-e57f9c098b45-169-2-200,How do I make a cotton thread flower?,Instructions,Search for instructions on how to make a specific craft or art project,1,5.0,,4.0,,3.0,,,,,,train
16970,b1508d81-07e9-46a4-aa87-e57f9c098b45-169-2-200,What is this?,Multimodal search,Identify the object that the user is touching,5,4.0,1.7320508075688774,5.0,0.0,3.2,1.6431676725154984,,,,,test
16973,b15acb24-d046-4b41-ba20-98df0691bbea-65-0-200,How do I connect these wires?,Instructions,How do I connect these wires?,5,2.4,1.51657508881031,4.4,0.8944271909999159,1.2,0.4472135954999579,,,,,test
16974,b15acb24-d046-4b41-ba20-98df0691bbea-65-0-200,How do I connect these wires? Where can I buy the necessary supplies?,Instructions,How do I connect these wires? Where can I buy the necessary supplies?,1,4.0,,2.0,,3.0,,,,,,train
16975,b15fd8ef-8032-4b5b-91ed-dd223ce86592-174-0-200,Log that I was sewing,Memory,Log the activity,5,4.6,0.5477225575051662,4.0,1.224744871391589,4.0,1.4142135623730951,,,,,test
16976,b15fd8ef-8032-4b5b-91ed-dd223ce86592-174-0-200,Log that I was sewing and suggest taking a break,Memory,Log the activity and suggest taking a break,1,2.0,,5.0,,5.0,,,,,,train
16977,b15fd8ef-8032-4b5b-91ed-dd223ce86592-67-1-200,How do I sew the band of the skirt?,Instructions,How to sew the band of the skirt,6,4.5,0.8366600265340756,4.5,0.8366600265340756,2.8333333333333335,1.4719601443879746,,,,,test
16978,b15fd8ef-8032-4b5b-91ed-dd223ce86592-67-1-200,How do I sew the band of the skirt? Save this skirt to my memory. Add a reminder to my calendar to sew the band of the skirt later.,Instructions,"How to sew the band of the skirt, save the skirt to memory, add reminder to calendar",1,5.0,,5.0,,5.0,,,,,,train
16979,b1631b57-b406-4dd6-ba71-beb36985972a-151-0-200,What colors should I use for this part of the painting?,Multimodal search,Recommend a color scheme for this section of the painting,1,5.0,,4.0,,2.0,,,,,,train
16980,b1631b57-b406-4dd6-ba71-beb36985972a-151-0-200,What colors should I use for this part of the painting? Can you mix the colors for me?,Multimodal search,Recommend a color scheme for this section of the painting and mix the colors for me,6,3.6666666666666665,1.7511900715418265,3.6666666666666665,1.7511900715418263,2.5,1.378404875209022,,,,,test
16981,b165772b-9668-4af8-a3ff-173525ddb1d7-32-0-200,Where am I?,Maps,Where am I?,1,3.0,,3.0,,2.0,,,,,,train
16982,b165772b-9668-4af8-a3ff-173525ddb1d7-32-0-200,Take a picture of my dog,Assistant,Take a picture of my dog,1,5.0,,5.0,,2.0,,,,,,train
16983,b17ff269-ec2d-4ad8-88aa-b00b75921427-46-0-200,Add paper towels to my shopping list,Assistant,Add paper towels to shopping list,1,5.0,,5.0,,4.0,,,,,,train
16984,b17ff269-ec2d-4ad8-88aa-b00b75921427-32-0-200,Do you want to add liquid soap to your shopping list?,Assistant,Ask if the user wants to add liquid soap to their shopping list,1,5.0,,5.0,,2.0,,,,,,train
16985,b18345c9-47e7-44a7-9bd1-56c21fb4ef92-99-0-200,How do I unscrew this part?,Instructions,How do I unscrew the anti-after fire solenoid of the mower carburetor?,1,3.0,,5.0,,2.0,,,,,,train
16988,b19ba0e0-c95b-497a-9cf3-151ffa18d099-199-0-200,What am I cooking?,Memory,Show me the recipe for this dish,1,2.0,,2.0,,2.0,,,,,,train
16989,b19ba0e0-c95b-497a-9cf3-151ffa18d099-199-0-200,How long should I cook this for?,Assistant,Set a timer for this dish,1,1.0,,1.0,,1.0,,,,,,train
16990,b19ba0e0-c95b-497a-9cf3-151ffa18d099-110-1-200,How many calories are in this dish?,Assistant,Look up calorie information for the dish I'm making,1,2.0,,2.0,,3.0,,,,,,train
16991,b19ba0e0-c95b-497a-9cf3-151ffa18d099-110-1-200,What's a recipe for this dish?,Instructions,Give me a recipe for the dish I'm making,1,5.0,,5.0,,2.0,,,,,,train
16992,b19c5a04-c4b6-4d1c-a91b-200c8f420e82-50-0-200,How do I fix a lawn mower?,Instructions,Search for instructions on how to fix a lawn mower,1,5.0,,5.0,,5.0,,,,,,train
16993,b19c5a04-c4b6-4d1c-a91b-200c8f420e82-50-0-200,Show me a video on how to fix a lawn mower,Instructions,Search for a video that shows how to fix a lawn mower,1,3.0,,5.0,,2.0,,,,,,train
17000,b1ac8c7e-6b29-4196-a28b-e4e21b872ede-186-0-200,How much water is left in the cup?,Multimodal search,How much water is left in the cup?,1,1.0,,5.0,,1.0,,,,,,train
17001,b1ac8c7e-6b29-4196-a28b-e4e21b872ede-186-0-200,How much time is left?,Assistant,How much time is left before the game ends?,1,4.0,,1.0,,1.0,,,,,,train
17002,b1b01372-64c3-4a6a-93fc-a86409f518ab-198-0-200,What can I make with this?,Instructions,What can I do with this ingredient?,1,3.0,,4.0,,3.0,,,,,,train
17003,b1b01372-64c3-4a6a-93fc-a86409f518ab-198-0-200,What can I make with this? Can you help me find the ingredients at the grocery store?,Instructions,Suggest a recipe that uses this ingredient,1,5.0,,5.0,,3.0,,,,,,train
17006,b1b01372-64c3-4a6a-93fc-a86409f518ab-119-2-200,Show me a recipe for hummus,Assistant,Open a recipe for hummus,1,5.0,,4.0,,2.0,,,,,,train
17007,b1b01372-64c3-4a6a-93fc-a86409f518ab-119-2-200,Show me a recipe for hummus and set a timer for 15 minutes,Assistant,Open a recipe for hummus and set a timer,1,5.0,,4.0,,4.0,,,,,,train
17008,b1b01372-64c3-4a6a-93fc-a86409f518ab-184-3-200,What can I make with these chickpeas?,#N/A,Suggest a recipe for cooking chickpeas,1,5.0,,1.0,,5.0,,,,,,train
17009,b1b01372-64c3-4a6a-93fc-a86409f518ab-184-3-200,What can I make with these chickpeas? Set a timer for 30 minutes.,#N/A,Suggest a recipe for cooking chickpeas and set a timer for the cooking process,6,3.3333333333333335,1.8618986725025255,3.0,1.7888543819998315,2.0,0.6324555320336759,,,,,test
17010,b1b01372-64c3-4a6a-93fc-a86409f518ab-100-4-200,Help me peel soya beans,Instructions,Ask the AR glasses to help peel soya beans,1,5.0,,5.0,,5.0,,,,,,train
17011,b1b01372-64c3-4a6a-93fc-a86409f518ab-100-4-200,Help me peel soya beans and remember how to do it,Instructions,Ask the AR glasses to help peel soya beans and remember how to do it,5,4.4,0.894427190999916,4.8,0.44721359549995787,4.0,1.224744871391589,,,,,test
17012,b1b01372-64c3-4a6a-93fc-a86409f518ab-161-5-200,What can I cook?,Assistant,What can I cook with the ingredients I have?,1,3.0,,2.0,,2.0,,,,,,train
17013,b1b01372-64c3-4a6a-93fc-a86409f518ab-161-5-200,What have I been eating?,Memory,Show me the nutritional information for the food items I've been handling,1,1.0,,1.0,,1.0,,,,,,train
17014,b1b01372-64c3-4a6a-93fc-a86409f518ab-157-6-200,What's the next step in the recipe?,Assistant,Open the recipe and highlight the current step,6,4.333333333333333,1.2110601416389966,2.3333333333333335,1.505545305418162,3.1666666666666665,1.7224014243685084,,,,,test
17015,b1b01372-64c3-4a6a-93fc-a86409f518ab-157-6-200,What's the next step in the recipe? Can you help me with it?,Assistant,"Open the recipe, highlight the current step, and offer to help with the next step",2,3.5,2.1213203435596424,2.5,2.1213203435596424,3.0,2.8284271247461903,,,,,train
17017,b1b01372-64c3-4a6a-93fc-a86409f518ab-24-7-200,Can you open a recipe for cooking flat bread?,Instructions,Open a recipe for cooking flat bread,1,5.0,,5.0,,4.0,,,,,,train
17018,b1b01372-64c3-4a6a-93fc-a86409f518ab-50-8-200,Open Google,Assistant,Open a search engine,1,5.0,,1.0,,2.0,,,,,,train
17019,b1b01372-64c3-4a6a-93fc-a86409f518ab-50-8-200,Open my most recent document,Assistant,Open the most recent document,1,5.0,,4.0,,5.0,,,,,,train
17020,b1b40518-5582-4397-be4e-6dcd4d675cd0-141-0-200,Where can I get a drink?,Maps,Find a place to get a drink,1,1.0,,3.0,,1.0,,,,,,train
17021,b1b40518-5582-4397-be4e-6dcd4d675cd0-141-0-200,I'm thirsty. Can you order me a drink?,Assistant,Order a drink from a nearby restaurant or cafe,6,3.3333333333333335,1.632993161855452,2.5,1.0488088481701516,2.3333333333333335,1.3662601021279464,,,,,test
17023,b1bbfee4-8499-4c50-9de1-ade61d05d481-106-0-200,How much longer do I need to iron this shirt for?,Instructions,How much longer do I need to iron this shirt for?,1,5.0,,5.0,,4.0,,,,,,train
17024,b1bbfee4-8499-4c50-9de1-ade61d05d481-106-0-200,Is there a better way to iron this shirt?,Instructions,Suggest a different way to iron this shirt,1,3.0,,3.0,,4.0,,,,,,train
17025,b1d60b26-a89b-4046-866d-f6a1aa087585-28-0-200,Show me my shopping list,Assistant,Open the shopping list,2,4.5,0.7071067811865476,4.5,0.7071067811865476,4.0,0.0,,,,,val
17026,b1d60b26-a89b-4046-866d-f6a1aa087585-28-0-200,Show me my shopping list and help me find the items,Multimodal search,Open the shopping list and help me find the items on the list,1,5.0,,5.0,,5.0,,,,,,train
17027,b1deb914-17f0-4fee-9686-078aa616fe04-92-0-200,What is this?,Multimodal search,Search for information about the socket,2,3.5,2.1213203435596424,3.0,1.4142135623730951,3.5,2.1213203435596424,,,,,val
17028,b1deb914-17f0-4fee-9686-078aa616fe04-92-0-200,This is a socket. It is used to connect two pieces of wire.,Assistant,Proactively offer information about the socket,1,1.0,,2.0,,1.0,,,,,,train
17029,b1ed4c5e-d6a1-4e6e-bf70-9a718078ff49-36-0-200,What is this painting?,Multimodal search,What is this painting?,1,5.0,,4.0,,2.0,,,,,,train
17030,b1ed4c5e-d6a1-4e6e-bf70-9a718078ff49-36-0-200,Play some music,Assistant,Take a break and listen to music,1,5.0,,5.0,,3.0,,,,,,train
17031,b1faab00-8666-40e4-8038-c9060e83e6cd-167-0-200,What kind of screwdriver do I need for this job?,Assistant,What kind of screwdriver do I need?,1,1.0,,1.0,,2.0,,,,,,train
17032,b1faab00-8666-40e4-8038-c9060e83e6cd-183-0-200,How do I loosen these bolts?,Instructions,How do I loosen these bolts?,1,3.0,,2.0,,2.0,,,,,,train
17035,b1fbc56a-527a-43c7-943a-5651a936ff89-108-0-200,What do I do next?,Instructions,Show me how to make this paper craft,1,5.0,,5.0,,5.0,,,,,,train
17036,b1fbc56a-527a-43c7-943a-5651a936ff89-108-0-200,What can I make with this?,Multimodal search,Show me what other people have made with this paper craft kit,1,3.0,,4.0,,3.0,,,,,,train
17037,b2017f8e-32fd-4b52-81e1-1b287b6fd9c6-32-0-200,What's inside the fridge?,Multimodal search,Show what's inside the fridge,1,2.0,,1.0,,1.0,,,,,,train
17038,b2017f8e-32fd-4b52-81e1-1b287b6fd9c6-32-0-200,What's inside the fridge? What can I make with what's inside the fridge?,Multimodal search,Show what's inside the fridge and suggest recipes,1,5.0,,4.0,,3.0,,,,,,train
17039,b2078083-c33f-4c35-9ebf-0ff6ccc05b6c-84-0-200,How do I sweep the floor?,Instructions,How do I sweep the floor?,1,2.0,,5.0,,5.0,,,,,,train
17040,b2078083-c33f-4c35-9ebf-0ff6ccc05b6c-156-0-200,What should I wear?,Instructions,What should I wear?,1,5.0,,3.0,,1.0,,,,,,train
17041,b2078083-c33f-4c35-9ebf-0ff6ccc05b6c-51-1-200,Show me a video tutorial on how to put up decorations,Instructions,Show me a video tutorial on how to put up decorations,1,5.0,,5.0,,3.0,,,,,,train
17043,b20a9e76-f2f0-4960-8a3b-2136d8550c46-199-1-200,How many more clothes do I have to iron?,Memory,Show me how many more clothes I have to iron,1,4.0,,5.0,,2.0,,,,,,train
17044,b20a9e76-f2f0-4960-8a3b-2136d8550c46-199-1-200,How many more clothes do I have to iron? When should I take a break?,Memory,"Show me how many more clothes I have to iron, and suggest when I should take a break",1,1.0,,1.0,,1.0,,,,,,train
17045,b214647a-d619-4fb3-8825-ba28c6b6c3cc-198-0-200,Save the painting,Memory,Save the painting,1,5.0,,5.0,,5.0,,,,,,train
17046,b214647a-d619-4fb3-8825-ba28c6b6c3cc-198-0-200,Save the painting and show me a list of colors I've used,Memory,Save the painting and show a list of colors used,1,2.0,,4.0,,2.0,,,,,,train
17047,b214647a-d619-4fb3-8825-ba28c6b6c3cc-41-1-200,Show me how to paint with watercolors,Instructions,Open a tutorial on how to paint with watercolors,5,4.0,1.7320508075688772,4.8,0.44721359549995804,2.8,1.7888543819998317,,,,,test
17048,b214647a-d619-4fb3-8825-ba28c6b6c3cc-41-1-200,Show me how to paint with watercolors and play some music,Instructions,Open a tutorial on how to paint with watercolors and play some music,1,4.0,,3.0,,3.0,,,,,,train
17049,b21c02b1-0ac9-4739-8524-f7b061d92777-198-0-200,Turn on the tap,Assistant,Open the tap,1,1.0,,1.0,,1.0,,,,,,train
17050,b21c02b1-0ac9-4739-8524-f7b061d92777-198-0-200,Turn on the tap and set a 20-second timer,Assistant,Open the tap and set a 20-second timer,1,4.0,,5.0,,1.0,,,,,,train
17051,b21c02b1-0ac9-4739-8524-f7b061d92777-32-1-200,What can I make with these ingredients?,Instructions,Show me a recipe for what I'm cooking,1,4.0,,3.0,,4.0,,,,,,train
17052,b21c02b1-0ac9-4739-8524-f7b061d92777-32-1-200,"What can I make with these ingredients? Also, show me nearby restaurants that serve it.",Instructions,Show me a recipe for what I'm cooking and nearby restaurants that serve it,1,5.0,,5.0,,2.0,,,,,,train
17053,b23e6424-aa93-43a8-84f5-654f32b1eae4-171-0-200,Show me a video tutorial on how to repair headphones,Instructions,Show me a video tutorial on how to repair headphones,1,5.0,,5.0,,5.0,,,,,,train
17054,b2525e86-0301-4c1a-9991-155fd49236be-60-0-200,How do I use this wood splitting machine?,Instructions,How do I use this wood splitting machine?,1,4.0,,5.0,,4.0,,,,,,train
17055,b25fa519-f5d9-4355-a8c1-d496c67e33df-199-0-200,Show me a video on how to thread a needle,Instructions,Show me a video on how to thread a needle,1,4.0,,5.0,,4.0,,,,,,train
17056,b25fa519-f5d9-4355-a8c1-d496c67e33df-199-0-200,"Show me a video on how to thread a needle, and pause at key moments so I can follow along",Instructions,"Show me a video on how to thread a needle, and pause at key moments so I can follow along",1,3.0,,4.0,,2.0,,,,,,train
17057,b25fa519-f5d9-4355-a8c1-d496c67e33df-106-1-200,How do I sew a French seam?,Instructions,Show me a tutorial on how to sew a particular seam,1,2.0,,3.0,,1.0,,,,,,train
17058,b25fa519-f5d9-4355-a8c1-d496c67e33df-106-1-200,N/A,#N/A,Wait until the user has been sewing for a longer period of time before suggesting that they ask for help,1,2.0,,2.0,,4.0,,,,,,train
17059,b264c17e-145a-4dd0-90c4-397d0f5b8057-5-0-200,Show me my shopping list,Assistant,Open the shopping list,1,1.0,,1.0,,1.0,,,,,,train
17060,b264c17e-145a-4dd0-90c4-397d0f5b8057-5-0-200,Show me my shopping list and suggest some items to buy,Assistant,Open the shopping list and suggest items to buy,1,4.0,,5.0,,2.0,,,,,,train
17061,b26858ab-82f2-4d04-9d7e-d989dd1b6ba3-4-0-200,Show me my shopping list,Assistant,Open the shopping list,1,5.0,,5.0,,5.0,,,,,,train
17063,b26cf521-e56e-4c9e-90d3-ce9782091a12-98-0-200,"Remember this, and show me how to clean a paint brush",Memory,"Remember what I was doing, and show instructions on how to clean a paint brush",1,5.0,,3.0,,4.0,,,,,,train
17064,b26cf521-e56e-4c9e-90d3-ce9782091a12-98-0-200,"Remember this, show me how to clean a paint brush, and set a timer for 30 minutes",Memory,"Remember what I was doing, show instructions on how to clean a paint brush, and set a timer for 30 minutes",1,4.0,,4.0,,4.0,,,,,,train
17065,b27bf3e8-4087-4ac0-b23f-56b2a604dcb1-179-0-200,How do I sew these edges together?,Instructions,How do I sew these edges together?,1,5.0,,5.0,,5.0,,,,,,train
17066,b27bf3e8-4087-4ac0-b23f-56b2a604dcb1-179-0-200,Show me a video tutorial on how to sew these edges together,Instructions,Show me a video tutorial on how to sew these edges together,1,3.0,,5.0,,3.0,,,,,,train
17067,b27bf3e8-4087-4ac0-b23f-56b2a604dcb1-106-1-200,Show me a tutorial on how to sew a baby book,Instructions,Show me how to sew a baby book,1,4.0,,5.0,,1.0,,,,,,train
17068,b27bf3e8-4087-4ac0-b23f-56b2a604dcb1-106-1-200,How can I make this baby book more personalized?,Instructions,Show me how to make a baby book more personalized,1,4.0,,4.0,,1.0,,,,,,train
17069,b27bf3e8-4087-4ac0-b23f-56b2a604dcb1-104-2-200,How long is this piece of fabric?,Multimodal search,Measure the fabric or thread,1,4.0,,5.0,,4.0,,,,,,train
17070,b27bf3e8-4087-4ac0-b23f-56b2a604dcb1-104-2-200,How long is this piece of fabric? How do I sew a blanket stitch?,Multimodal search,Measure the fabric or thread and find a tutorial on how to sew a particular type of stitch,1,3.0,,5.0,,2.0,,,,,,train
17071,b27d932b-2636-4924-94e6-026b760d0280-196-0-200,What are some good books to read?,Assistant,Find a new book to read,1,5.0,,1.0,,1.0,,,,,,train
17072,b27d932b-2636-4924-94e6-026b760d0280-120-0-200,What are some good recipes for dinner?,Assistant,Find a recipe,2,5.0,0.0,3.0,2.8284271247461903,3.5,2.1213203435596424,,,,,val
17073,b27d932b-2636-4924-94e6-026b760d0280-23-1-200,Remember that I finished reading this book,Memory,Remember that I finished reading this book,1,4.0,,5.0,,4.0,,,,,,train
17074,b27d932b-2636-4924-94e6-026b760d0280-28-1-200,Show me my shopping list,Assistant,Open the shopping list,2,4.5,0.7071067811865476,5.0,0.0,3.0,0.0,,,,,train
17075,b298804b-875e-4298-8825-032bbed782a6-199-0-200,Play some music,Assistant,Play some music,1,5.0,,5.0,,4.0,,,,,,train
17076,b298804b-875e-4298-8825-032bbed782a6-199-0-200,Play some music and turn on the lawnmower,Assistant,Play some music and turn on the lawnmower,2,3.5,2.1213203435596424,4.0,1.4142135623730951,3.0,0.0,,,,,train
17081,b29fc28f-d093-47a3-a9d8-0d1b466c0433-70-0-200,How do I attach this exhaust pipe to the motorcycle?,Instructions,How do I attach the exhaust pipe to the motorcycle?,1,4.0,,4.0,,3.0,,,,,,train
17082,b29fc28f-d093-47a3-a9d8-0d1b466c0433-70-0-200,Show me a video on how to attach this exhaust pipe to the motorcycle,Instructions,Show me a video on how to attach the exhaust pipe to the motorcycle,1,5.0,,5.0,,5.0,,,,,,train
17083,b2a1b8ca-99d6-4f26-953f-426e89649e90-152-0-200,How long do I cook rice for?,Multimodal search,How long do I cook this rice for?,5,4.8,0.4472135954999579,3.8,1.3038404810405297,3.2,1.6431676725154984,,,,,test
17084,b2a1b8ca-99d6-4f26-953f-426e89649e90-152-0-200,How long do I cook rice for? Remember this recipe.,Memory,"How long do I cook this rice for? Also, remember this recipe so I can make it again later.",1,3.0,,4.0,,3.0,,,,,,train
17085,b2a1b8ca-99d6-4f26-953f-426e89649e90-196-1-200,How much seasoning should I add?,Multimodal search,How much seasoning should I add?,1,1.0,,1.0,,1.0,,,,,,train
17086,b2a1b8ca-99d6-4f26-953f-426e89649e90-196-1-200,What is a recipe for chicken curry?,Multimodal search,What is a recipe for this dish?,1,5.0,,5.0,,5.0,,,,,,train
17087,b2a1b8ca-99d6-4f26-953f-426e89649e90-199-2-200,What can I do with this?,Language,What can I do with this dough?,6,3.0,1.4142135623730951,2.0,1.6733200530681511,2.5,0.8366600265340756,,,,,test
17088,b2a1b8ca-99d6-4f26-953f-426e89649e90-199-2-200,How do I use this?,Instructions,How do I use a rolling pin?,1,1.0,,4.0,,1.0,,,,,,train
17091,b2a1b8ca-99d6-4f26-953f-426e89649e90-198-4-200,How do I use this tray?,Instructions,How do I use this tray to cover the pot?,1,1.0,,1.0,,1.0,,,,,,train
17092,b2a1b8ca-99d6-4f26-953f-426e89649e90-198-4-200,What should I cook?,Instructions,Suggest a recipe for me to cook,1,4.0,,4.0,,4.0,,,,,,train
17093,b2a1b8ca-99d6-4f26-953f-426e89649e90-136-5-200,How much longer should I cook this?,Assistant,How much longer should I cook this?,5,4.4,0.8944271909999159,3.2,0.8366600265340756,3.8,1.0954451150103324,,,,,test
17094,b2a1b8ca-99d6-4f26-953f-426e89649e90-136-5-200,What is the recipe for this dish?,Multimodal search,What is the recipe for this dish?,5,2.0,1.0,2.6,1.1401754250991378,1.8,0.8366600265340756,,,,,test
17095,b2a3d8c4-eb58-4a5a-a62a-03612c4821cb-123-0-200,Play some music,Assistant,Play some music,1,5.0,,4.0,,4.0,,,,,,train
17096,b2a3d8c4-eb58-4a5a-a62a-03612c4821cb-123-0-200,Set a timer for 15 minutes,Assistant,Set a timer for 15 minutes,1,2.0,,4.0,,3.0,,,,,,train
17097,b2a3d8c4-eb58-4a5a-a62a-03612c4821cb-63-1-200,What is the nutrition information for this?,Multimodal search,Show nutrition information for this item,1,4.0,,4.0,,3.0,,,,,,train
17098,b2a3d8c4-eb58-4a5a-a62a-03612c4821cb-79-1-200,Set a timer for 30 minutes,Assistant,Set a timer for 30 minutes,2,4.0,0.0,4.5,0.7071067811865476,3.0,0.0,,,,,train
17099,b2b14519-1dcb-4dfc-9035-880da348e5d5-112-0-200,What colors have I used so far?,Memory,What colors have I used so far?,5,4.0,0.7071067811865475,3.8,1.6431676725154984,2.6,1.3416407864998738,,,,,test
17100,b2b14519-1dcb-4dfc-9035-880da348e5d5-112-0-200,How do I mix colors?,Instructions,How do I mix colors?,1,4.0,,4.0,,4.0,,,,,,train
17101,b2b14519-1dcb-4dfc-9035-880da348e5d5-196-1-200,Save my painting,Memory,Save my painting,5,4.0,1.224744871391589,4.2,1.3038404810405297,3.6,1.140175425099138,,,,,test
17102,b2b14519-1dcb-4dfc-9035-880da348e5d5-196-1-200,Save my painting and take a photo of it,Memory,Save my painting and take a photo of it,1,5.0,,5.0,,5.0,,,,,,train
17103,b2b14519-1dcb-4dfc-9035-880da348e5d5-32-2-200,How do I fix a mistake in a painting?,Instructions,How to fix a mistake in a painting,6,4.333333333333333,0.8164965809277259,4.333333333333333,1.632993161855452,2.8333333333333335,1.7224014243685084,,,,,test
17104,b2b14519-1dcb-4dfc-9035-880da348e5d5-32-2-200,How do I fix a mistake in a painting? Where can I buy more paint?,Instructions,How to fix a mistake in a painting,1,1.0,,1.0,,1.0,,,,,,train
17105,b2cdc6c2-5ecc-4236-aae2-947cbf54fe49-197-0-200,Is this straight?,Multimodal search,Help me make sure this cut is straight,1,4.0,,4.0,,4.0,,,,,,train
17106,b2cdc6c2-5ecc-4236-aae2-947cbf54fe49-197-0-200,Show me a ruler,Instructions,Help me make sure this cut is straight,5,3.4,1.816590212458495,2.0,1.2247448713915892,3.4,1.816590212458495,,,,,test
17108,b2cdc6c2-5ecc-4236-aae2-947cbf54fe49-28-2-200,How do I build a birdhouse?,Instructions,Open the instructions app,1,5.0,,5.0,,3.0,,,,,,train
17109,b2cdc6c2-5ecc-4236-aae2-947cbf54fe49-28-2-200,How do I build a birdhouse? Take a photo of my work in progress.,#N/A,Open the instructions app and the camera app,6,4.666666666666667,0.5163977794943223,2.0,1.5491933384829668,3.5,1.0488088481701516,,,,,test
17110,b2e6a3f7-aa49-42c5-990a-8ef89d2c9d33-186-0-200,What do I need to do next?,Memory,Show me a list of tasks that I need to complete,1,2.0,,1.0,,4.0,,,,,,train
17111,b2e6a3f7-aa49-42c5-990a-8ef89d2c9d33-186-0-200,Would you like to take a break?,Assistant,Suggest that the user take a break,1,1.0,,3.0,,4.0,,,,,,train
17141,b3299169-638f-476b-9626-dfb66a1d87c6-23-0-200,Take a photo of this,Memory,Take a photo of this decoration,1,4.0,,5.0,,1.0,,,,,,train
17142,b3299169-638f-476b-9626-dfb66a1d87c6-92-0-200,Show me the lyrics to this song,Multimodal search,Show me the lyrics to this song,1,5.0,,5.0,,4.0,,,,,,train
